Star,Teff,logg,[Fe/H],[Na/H],[Mg/H],[Al/H],[Si/H],[Ca/H],[ScI/H],[ScII/H],[TiI/H],[TiII/H],[V/H],[CrI/H],[CrII/H],[Mn/H],[Co/H],[Ni/H]
HD152533,4822,4.36,-0.04,0.060,-0.117,0.120,-0.042,0.002,0.413,-0.097,0.211,-0.072,0.511,-0.006,-0.120,-0.075,0.089,-0.043
HD153276,6000,4.48,0.04,0.120,0.063,0.040,0.108,0.035,0.123,0.127,0.064,0.072,0.051,0.042,0.077,0.023,0.110,0.061
HD15337,5179,4.39,0.06,0.200,0.087,0.155,0.073,0.052,0.203,0.100,0.190,0.103,0.430,0.093,0.033,0.145,0.246,0.087
HD153851,5052,4.50,-0.25,-0.275,-0.267,-0.215,-0.236,-0.222,-0.193,-0.317,-0.159,-0.273,-0.040,-0.228,-0.263,-0.338,-0.297,-0.295
HD153950,6074,4.39,-0.01,-0.015,0.010,0.010,0.013,0.027,0.053,0.085,0.042,0.070,-0.011,-0.022,-0.013,-0.058,-0.017,-0.015
HD154088,5374,4.37,0.28,0.435,0.383,0.385,0.358,0.213,0.413,0.420,0.345,0.385,0.553,0.287,0.270,0.380,0.480,0.355
HD154195A,5961,4.48,-0.19,-0.170,-0.173,-0.235,-0.173,-0.158,-0.187,-0.145,-0.180,-0.163,-0.200,-0.222,-0.207,-0.278,-0.237,-0.225
HD154363,4723,4.41,-0.62,-0.185,-0.430,-0.050,-0.637,-0.145,0.467,-0.624,0.016,-0.552,0.320,-0.379,-0.735,-0.673,-0.380,-0.602
HD154387,4719,4.50,-0.25,-0.035,-0.270,-0.020,-0.313,-0.124,0.440,-0.253,0.144,-0.187,0.449,-0.174,-0.410,-0.395,-0.070,-0.236
HD154577,4900,4.52,-0.70,-0.645,-0.583,-0.520,-0.632,-0.593,-0.453,-0.667,-0.472,-0.570,-0.323,-0.628,-0.647,-0.795,-0.609,-0.699
HD154962,5827,4.17,0.32,0.520,0.360,0.365,0.349,0.288,0.410,0.430,0.337,0.408,0.396,0.327,0.300,0.393,0.426,0.382
HD155717,4949,4.48,-0.13,-0.220,-0.090,-0.100,-0.126,-0.035,-0.030,-0.238,-0.018,-0.080,0.208,-0.121,-0.117,-0.225,-0.117,-0.177
HD155968,5790,4.42,0.16,0.240,0.170,0.095,0.126,0.186,0.220,0.207,0.174,0.172,0.220,0.173,0.170,0.233,0.170,0.186
HD156079,5892,4.24,0.28,0.410,0.283,0.420,0.296,0.236,0.377,0.380,0.279,0.292,0.343,0.282,0.233,0.373,0.367,0.341
HD156098,6517,4.20,0.18,0.170,0.087,0.080,0.234,0.170,0.250,0.277,0.235,0.238,0.176,0.162,0.233,0.123,0.090,0.159
HD15612,5256,4.49,-0.11,-0.100,-0.133,-0.075,-0.104,-0.076,-0.077,-0.192,-0.023,-0.132,0.066,-0.073,-0.080,-0.148,-0.119,-0.144
HD156411,5910,3.99,-0.11,-0.110,-0.087,-0.130,-0.085,-0.055,-0.080,-0.052,-0.075,-0.048,-0.133,-0.129,-0.110,-0.195,-0.147,-0.143
HD156423,5184,4.46,-0.43,-0.420,-0.373,-0.250,-0.363,-0.274,-0.267,-0.330,-0.173,-0.338,-0.129,-0.382,-0.410,-0.525,-0.373,-0.458
HD156517,5013,4.45,0.03,0.100,-0.070,0.085,0.057,-0.001,0.147,-0.062,0.089,-0.018,0.389,0.044,0.063,-0.030,0.069,0.038
HD156991,5934,4.57,-0.07,-0.190,-0.150,-0.120,-0.124,-0.035,-0.080,-0.097,-0.074,-0.048,-0.109,-0.073,-0.097,-0.220,-0.127,-0.150
HD157172,5451,4.39,0.11,0.190,0.147,0.190,0.154,0.092,0.183,0.207,0.186,0.180,0.293,0.129,0.093,0.188,0.231,0.156
HD157338,6027,4.44,-0.08,-0.060,-0.087,-0.115,-0.068,-0.057,-0.020,-0.048,-0.070,-0.047,-0.110,-0.078,-0.063,-0.093,-0.107,-0.091
HD157347,5676,4.38,0.02,0.020,0.033,0.080,0.026,0.030,0.053,0.075,0.056,0.038,0.061,0.024,0.000,-0.015,0.061,0.033
HD157668,5195,4.49,-0.23,-0.210,-0.207,-0.190,-0.221,-0.209,-0.177,-0.250,-0.095,-0.242,0.004,-0.205,-0.177,-0.315,-0.177,-0.255
HD157830,5540,4.49,-0.25,-0.235,-0.203,-0.215,-0.220,-0.190,-0.200,-0.180,-0.155,-0.250,-0.185,-0.212,-0.243,-0.305,-0.251,-0.268
HD1581,5977,4.51,-0.18,-0.160,-0.127,-0.170,-0.142,-0.122,-0.100,-0.105,-0.107,-0.105,-0.184,-0.181,-0.187,-0.258,-0.168,-0.191
HD15906,4884,4.49,-0.01,0.110,-0.030,0.105,-0.030,-0.076,0.257,0.017,0.133,-0.003,0.446,-0.014,-0.015,-0.028,0.130,0.018
HD159868,5558,3.96,-0.08,-0.030,-0.013,-0.010,-0.039,-0.038,-0.077,0.010,-0.037,-0.020,-0.039,-0.079,-0.087,-0.083,-0.066,-0.081
HD16008,5712,4.42,-0.09,-0.080,-0.090,-0.115,-0.105,-0.056,-0.033,-0.090,-0.101,-0.107,-0.109,-0.074,0.017,-0.070,-0.124,-0.119
HD160089,6312,4.78,0.11,0.210,0.003,-0.185,0.106,0.058,0.253,0.230,0.141,0.202,0.246,0.100,0.097,0.108,0.140,0.096
HD160691,5780,4.27,0.30,0.425,0.320,0.345,0.313,0.260,0.377,0.402,0.307,0.342,0.363,0.304,0.233,0.390,0.389,0.346
HD160836,4791,4.49,-0.16,-0.150,-0.207,-0.085,-0.218,-0.074,0.153,-0.267,0.021,-0.080,0.260,-0.107,-0.170,-0.308,-0.149,-0.201
HD161098,5560,4.46,-0.27,-0.235,-0.213,-0.230,-0.242,-0.228,-0.247,-0.270,-0.214,-0.233,-0.241,-0.254,-0.247,-0.303,-0.279,-0.277
HD161256,5652,4.27,0.14,0.205,0.230,0.310,0.190,0.138,0.237,0.265,0.233,0.262,0.260,0.147,0.113,0.185,0.253,0.160
HD16141,5806,4.19,0.16,0.105,0.170,0.165,0.136,0.148,0.163,0.180,0.173,0.174,0.160,0.166,0.113,0.158,0.150,0.150
HD161555,5850,4.15,0.12,0.195,0.353,0.145,0.140,0.118,0.160,0.200,0.117,0.187,0.138,0.111,0.137,0.203,0.176,0.140
HD161566,6230,4.20,-0.28,-0.230,-0.360,-0.350,-0.193,-0.171,-0.050,-0.190,-0.181,-0.123,-0.283,-0.291,-0.267,-0.395,-0.295,-0.300
HD161612,5616,4.45,0.16,0.190,0.200,0.220,0.181,0.149,0.220,0.243,0.211,0.180,0.261,0.179,0.113,0.203,0.227,0.175
HD162020,4861,4.48,-0.10,-0.025,-0.147,-0.060,-0.117,-0.060,0.117,-0.230,0.071,-0.172,0.393,-0.067,-0.130,-0.180,-0.089,-0.131
HD162236,5343,4.43,-0.12,-0.090,-0.147,-0.095,-0.089,-0.103,-0.100,-0.180,-0.077,-0.142,0.010,-0.096,-0.127,-0.125,-0.107,-0.131
HD162396,6090,4.27,-0.35,-0.185,-0.257,-0.355,-0.265,-0.266,-0.175,-0.230,-0.249,-0.232,-0.319,-0.354,-0.337,-0.455,-0.280,-0.333
HD16270,4786,4.39,0.06,0.245,-0.013,0.195,0.071,0.078,0.447,0.020,0.243,0.018,0.548,0.076,-0.010,0.015,0.161,0.084
HD16280,4754,4.39,-0.19,-0.045,-0.140,0.005,-0.172,-0.066,0.297,-0.212,0.077,-0.212,0.379,-0.138,-0.297,-0.240,-0.069,-0.169
HD16297,5422,4.47,-0.01,-0.010,0.000,-0.005,-0.017,0.000,0.007,-0.075,0.050,-0.023,0.124,0.016,-0.027,0.013,0.007,-0.032
HD163102,6433,4.64,0.00,-0.240,0.045,-0.155,-0.025,0.142,0.120,0.097,0.102,0.178,-0.013,0.043,-0.050,-0.095,0.035,-0.019
HD163436,5030,4.43,-0.07,0.045,0.007,0.170,-0.034,-0.035,0.310,-0.018,0.233,0.010,0.510,-0.022,-0.090,-0.080,0.079,-0.078
HD16382,5953,4.50,0.03,0.040,0.010,0.010,0.054,0.041,0.180,0.113,0.055,0.072,0.025,0.028,0.023,-0.020,0.101,0.028
HD16417,5841,4.16,0.13,0.160,0.180,0.165,0.143,0.130,0.197,0.198,0.151,0.162,0.154,0.140,0.077,0.153,0.174,0.149
HD165131,5870,4.45,0.06,0.135,0.047,0.065,0.057,0.057,0.127,0.077,0.057,0.053,0.074,0.063,0.083,0.133,0.086,0.072
HD16536,5282,4.39,-0.08,-0.040,-0.067,-0.005,-0.104,-0.063,-0.010,-0.047,0.041,-0.110,0.171,-0.045,-0.110,-0.043,0.001,-0.070
HD16548,5690,3.96,0.15,0.130,0.187,0.225,0.153,0.179,0.183,0.237,0.195,0.210,0.221,0.139,0.053,0.145,0.191,0.164
HD165920,5339,4.39,0.29,0.370,0.277,0.330,0.305,0.192,0.377,0.375,0.320,0.388,0.558,0.274,0.290,0.400,0.416,0.331
HD166724,5127,4.43,-0.09,-0.025,-0.033,-0.040,-0.075,-0.080,0.017,-0.150,0.000,-0.114,0.210,-0.040,-0.133,-0.093,-0.026,-0.111
HD166745,5621,4.31,0.25,0.320,0.350,0.375,0.288,0.248,0.357,0.343,0.328,0.290,0.408,0.261,0.223,0.325,0.404,0.288
HD16714,5518,4.42,-0.20,-0.165,-0.127,-0.115,-0.161,-0.149,-0.140,-0.185,-0.121,-0.135,-0.133,-0.176,-0.187,-0.208,-0.165,-0.211
HD167300,5837,4.30,-0.45,-0.390,-0.230,-0.305,-0.298,-0.280,-0.300,-0.260,-0.220,-0.202,-0.370,-0.456,-0.480,-0.625,-0.360,-0.442
HD167359,5348,4.46,-0.19,-0.190,-0.150,-0.140,-0.157,-0.150,-0.153,-0.185,-0.100,-0.177,-0.068,-0.175,-0.207,-0.208,-0.179,-0.218
HD167677,5474,4.43,-0.29,-0.150,-0.067,-0.005,-0.125,-0.171,-0.133,-0.098,-0.040,-0.078,-0.069,-0.267,-0.230,-0.390,-0.129,-0.251
HD16784,5837,4.34,-0.65,-0.435,-0.263,-0.430,-0.345,-0.368,-0.210,-0.415,-0.311,-0.328,-0.446,-0.591,-0.580,-0.865,-0.463,-0.584
HD168159,4783,4.42,-0.15,-0.105,-0.257,-0.045,-0.143,-0.029,0.147,-0.257,0.049,-0.217,0.288,-0.095,-0.323,-0.260,-0.183,-0.204
HD168746,5568,4.33,-0.10,-0.010,0.077,0.155,0.006,0.015,0.027,0.053,0.093,0.055,0.078,-0.090,-0.107,-0.155,0.021,-0.076
HD168769,5361,4.45,-0.01,-0.065,-0.033,-0.005,-0.017,0.008,0.000,-0.078,0.040,-0.005,0.113,-0.003,-0.017,-0.042,-0.004,-0.051
HD168863,4905,4.40,0.16,0.365,0.087,0.310,0.166,0.140,0.563,0.117,0.316,0.170,0.708,0.142,0.113,0.193,0.377,0.216
HD168870,5325,4.43,-0.32,-0.280,-0.237,-0.190,-0.269,-0.271,-0.257,-0.295,-0.196,-0.285,-0.165,-0.286,-0.337,-0.388,-0.281,-0.326
HD168871,5983,4.42,-0.09,-0.020,-0.043,-0.040,-0.062,-0.073,0.013,-0.012,-0.033,-0.025,-0.065,-0.093,-0.077,-0.165,-0.063,-0.079
HD16905,4867,4.35,0.15,0.430,0.123,0.335,0.166,0.156,0.643,0.190,0.348,0.085,0.733,0.176,0.173,0.183,0.403,0.231
HD169830,6361,4.21,0.18,0.215,0.143,0.105,0.194,0.211,0.290,0.208,0.207,0.190,0.155,0.177,0.203,0.155,0.150,0.178
HD170493,4751,4.24,0.14,0.310,0.223,0.445,0.183,0.223,0.717,0.085,0.355,0.042,0.705,0.174,0.063,0.190,0.373,0.214
HD17051,6227,4.53,0.19,0.165,0.127,0.110,0.179,0.189,0.230,0.170,0.213,0.160,0.237,0.193,0.210,0.205,0.126,0.180
HD170958,5599,4.83,-0.04,-0.295,0.020,-0.050,-0.049,-0.001,0.037,-0.005,0.053,0.015,0.108,0.008,-0.023,-0.053,-0.094,-0.059
HD171028,5671,3.84,-0.48,-0.415,-0.380,-0.455,-0.398,-0.386,-0.427,-0.403,-0.409,-0.373,-0.495,-0.506,-0.443,-0.635,-0.474,-0.500
HD171587,5412,4.59,-0.64,-0.565,-0.553,-0.545,-0.575,-0.567,-0.583,-0.618,-0.514,-0.578,-0.583,-0.613,-0.590,-0.750,-0.620,-0.658
HD171665,5655,4.41,-0.05,-0.025,-0.027,-0.020,-0.037,-0.027,-0.037,-0.048,-0.013,-0.045,-0.015,-0.036,-0.073,-0.075,-0.037,-0.059
HD171825,4908,4.48,-0.12,-0.090,-0.210,-0.090,-0.141,-0.097,0.027,-0.215,0.055,-0.197,0.349,-0.106,-0.100,-0.185,-0.083,-0.159
HD171942,5615,4.42,-0.10,-0.155,-0.060,-0.050,-0.085,-0.088,-0.143,-0.082,-0.065,-0.080,-0.105,-0.105,-0.050,-0.093,-0.126,-0.122
HD171990,6045,4.14,0.06,0.145,0.093,0.065,0.093,0.085,0.153,0.135,0.089,0.098,0.060,0.048,0.063,0.040,0.094,0.089
HD172513,5500,4.41,-0.05,-0.090,-0.037,-0.025,-0.042,0.010,-0.043,-0.073,0.001,-0.055,0.019,-0.033,-0.050,-0.070,-0.064,-0.069
HD172568,5728,4.58,-0.37,-0.345,-0.183,-0.285,-0.321,-0.320,-0.287,-0.278,-0.260,-0.295,-0.333,-0.345,-0.330,-0.488,-0.329,-0.374
HD172643,5645,4.50,-0.15,-0.170,-0.180,-0.175,-0.139,-0.125,-0.140,-0.165,-0.097,-0.140,-0.139,-0.129,-0.160,-0.190,-0.186,-0.191
HD173885,6264,4.37,-0.20,-0.125,-0.193,-0.295,-0.176,-0.164,99.99,-0.113,-0.151,-0.123,-0.180,-0.215,-0.203,-0.325,-0.197,-0.217
HD174153,6196,4.49,-0.08,-0.055,-0.090,-0.145,-0.067,-0.042,-0.090,-0.032,-0.053,-0.037,-0.156,-0.107,-0.030,-0.155,-0.094,-0.107
HD17439,5721,4.44,0.08,0.140,0.113,0.095,0.086,0.081,0.103,0.113,0.099,0.093,0.131,0.097,0.067,0.160,0.117,0.107
HD174545,5216,4.40,0.22,0.430,0.270,0.345,0.301,0.155,0.407,0.315,0.291,0.312,0.588,0.237,0.153,0.305,0.478,0.288
HD175179,5764,4.46,-0.66,-0.500,-0.337,-0.445,-0.433,-0.413,-0.505,-0.487,-0.360,-0.385,-0.561,-0.613,-0.590,-0.908,-0.527,-0.648
HD17548,6011,4.44,-0.53,-0.510,-0.390,-0.495,-0.434,-0.427,-0.440,-0.423,-0.424,-0.415,-0.486,-0.509,-0.530,-0.663,-0.483,-0.543
HD175607,5392,4.51,-0.62,-0.525,-0.363,-0.325,-0.437,-0.418,-0.393,-0.435,-0.315,-0.338,-0.416,-0.575,-0.560,-0.805,-0.510,-0.601
HD176157,5181,4.41,-0.16,-0.100,-0.090,-0.075,-0.109,-0.146,-0.090,-0.188,-0.083,-0.237,0.060,-0.130,-0.183,-0.185,-0.103,-0.166
HD176354,5271,3.84,0.27,0.475,0.340,0.390,0.341,0.238,0.403,0.313,0.323,0.387,0.553,0.287,0.260,0.435,0.531,0.340
HD176535,4727,4.36,-0.15,0.030,-0.170,-0.075,-0.114,-0.073,0.237,-0.208,0.030,-0.183,0.368,-0.101,-0.193,-0.190,-0.071,-0.137
HD176666,6103,4.63,-0.37,-0.530,-0.307,-0.475,-0.317,-0.285,-0.250,-0.268,-0.297,-0.257,-0.393,-0.387,-0.343,-0.453,-0.377,-0.392
HD176986,5018,4.45,0.00,0.155,-0.137,0.110,0.030,-0.007,0.247,-0.007,0.127,-0.023,0.438,0.019,0.000,0.012,0.163,0.036
HD177033,4918,4.50,-0.13,-0.035,-0.123,0.000,-0.197,-0.058,0.237,-0.178,0.112,-0.048,0.448,-0.036,-0.173,-0.178,-0.054,-0.149
HD177122,6021,4.52,-0.10,-0.095,-0.107,-0.150,-0.115,-0.082,-0.110,-0.108,-0.079,-0.095,-0.136,-0.108,-0.113,-0.190,-0.157,-0.145
HD177409,5898,4.49,-0.04,-0.065,-0.033,-0.065,-0.039,0.002,-0.033,-0.032,-0.003,-0.002,-0.064,-0.034,-0.047,-0.105,-0.079,-0.074
HD177565,5627,4.39,0.08,0.160,0.107,0.110,0.107,0.086,0.127,0.110,0.115,0.082,0.139,0.104,0.063,0.135,0.139,0.110
HD177758,5862,4.41,-0.58,-0.470,-0.313,-0.385,-0.387,-0.401,-0.180,-0.387,-0.336,-0.330,-0.464,-0.566,-0.513,-0.780,-0.451,-0.559
HD17865,5877,4.32,-0.57,-0.480,-0.323,-0.350,-0.391,-0.364,-0.340,-0.378,-0.326,-0.315,-0.466,-0.566,-0.527,-0.788,-0.487,-0.555
HD178904,5727,4.41,0.09,0.170,0.097,0.145,0.095,0.068,0.147,0.147,0.119,0.097,0.141,0.082,0.030,0.130,0.163,0.114
HD179346,6229,4.76,-0.03,-0.060,-0.070,-0.215,-0.051,-0.030,0.113,-0.005,-0.004,0.028,-0.014,-0.025,-0.027,-0.108,-0.196,-0.055
HD17970,5040,4.39,-0.45,-0.270,-0.187,-0.090,-0.272,-0.290,-0.160,-0.273,-0.070,-0.243,0.036,-0.378,-0.440,-0.550,-0.253,-0.410
HD179949,6287,4.54,0.21,0.190,0.093,0.130,0.218,0.195,0.220,0.222,0.191,0.198,0.177,0.200,0.263,0.228,0.159,0.210
HD18001,5772,4.44,-0.07,-0.100,-0.050,-0.040,-0.062,-0.007,-0.060,-0.033,-0.015,-0.032,-0.056,-0.061,-0.067,-0.133,-0.077,-0.082
HD180409,6013,4.52,-0.17,-0.135,-0.130,-0.215,-0.146,-0.128,-0.073,-0.117,-0.130,-0.110,-0.186,-0.177,-0.163,-0.268,-0.203,-0.189
HD18083,6144,4.70,0.03,-0.015,-0.013,-0.015,-0.002,0.059,0.215,0.094,0.066,0.072,0.041,0.036,0.047,-0.005,0.021,0.006
HD181249,4906,4.25,-0.13,-0.065,-0.113,0.015,-0.097,-0.065,0.093,-0.142,0.088,-0.185,0.358,-0.099,-0.153,-0.143,-0.039,-0.135
HD181428,6151,4.45,0.06,0.245,0.063,0.005,0.071,0.071,0.063,0.163,0.083,0.123,0.071,0.044,0.147,0.057,0.037,0.052
HD181433,4962,4.37,0.33,0.690,0.317,0.540,0.481,0.315,0.877,0.498,0.498,0.312,0.911,0.336,0.250,0.440,0.711,0.459
HD181720,5792,4.25,-0.53,-0.415,-0.263,-0.345,-0.336,-0.335,-0.330,-0.332,-0.280,-0.270,-0.420,-0.512,-0.473,-0.680,-0.407,-0.484
HD183658,5803,4.40,0.03,0.100,0.047,0.050,0.047,0.048,0.090,0.065,0.049,0.040,0.041,0.034,-0.003,0.065,0.057,0.046
HD183783,4595,4.29,-0.20,-0.280,-0.210,-0.175,-0.214,-0.204,0.257,-0.315,0.010,-0.282,0.281,-0.218,-0.297,-0.393,-0.126,-0.232
HD18386,5457,4.39,0.14,0.350,0.143,0.170,0.229,0.151,0.193,0.160,0.165,0.175,0.293,0.198,0.177,0.225,0.244,0.192
HD183870,5029,4.49,-0.07,-0.085,-0.130,-0.030,-0.081,-0.028,0.033,-0.110,0.057,-0.060,0.315,-0.044,-0.033,-0.120,-0.069,-0.116
HD185283,4848,4.37,-0.06,0.070,-0.063,0.105,-0.065,-0.060,0.367,-0.057,0.177,-0.170,0.520,-0.042,-0.087,-0.043,0.041,-0.035
HD185615,5570,4.34,0.08,0.155,0.190,0.240,0.141,0.090,0.193,0.190,0.197,0.156,0.231,0.108,0.053,0.150,0.207,0.119
HD186061,5016,4.51,-0.02,0.115,-0.080,0.075,-0.003,-0.014,0.237,-0.063,0.155,-0.050,0.464,0.018,-0.047,-0.018,0.096,-0.020
HD186302,5662,4.44,-0.03,-0.035,-0.037,-0.005,-0.016,-0.024,0.043,0.035,0.015,-0.017,0.008,-0.035,-0.003,-0.015,0.026,-0.043
HD18719,5241,4.41,-0.08,-0.070,-0.110,-0.055,-0.057,-0.043,-0.057,-0.153,-0.029,-0.132,0.080,-0.054,-0.110,-0.045,-0.100,-0.105
HD187456,4832,4.33,0.02,0.345,0.107,0.290,0.092,0.148,0.537,0.127,0.242,0.015,0.648,0.087,-0.007,0.070,0.236,0.109
HD187760,4618,4.45,-0.32,-0.150,-0.270,-0.150,-0.381,-0.203,0.273,-0.387,-0.007,-0.348,0.290,-0.226,-0.387,-0.430,-0.204,-0.315
HD18777,5058,4.39,0.01,0.640,-0.127,0.135,0.037,-0.037,0.207,0.008,0.174,0.008,0.461,0.028,0.077,0.035,0.124,0.017
HD188091,5120,4.32,0.08,0.215,0.070,0.210,0.103,0.046,0.280,0.088,0.206,0.055,0.470,0.101,0.060,0.118,0.244,0.087
HD18822,5272,4.43,-0.07,-0.090,-0.097,-0.095,-0.084,-0.029,-0.093,-0.130,-0.007,-0.113,0.071,-0.034,-0.073,-0.103,-0.070,-0.115
HD18838,5500,4.48,-0.17,-0.105,-0.187,-0.175,-0.161,-0.162,-0.143,-0.127,-0.103,-0.180,-0.113,-0.152,-0.130,-0.108,-0.167,-0.180
HD188559,4786,4.33,-0.11,0.105,-0.027,0.080,-0.036,-0.049,0.370,-0.140,0.136,-0.183,0.446,-0.042,-0.160,-0.100,0.054,-0.054
HD188748,5623,4.43,-0.12,-0.080,-0.067,-0.045,-0.092,-0.089,-0.083,-0.083,-0.050,-0.073,-0.063,-0.105,-0.147,-0.190,-0.083,-0.124
HD188815,6217,4.34,-0.53,-0.490,-0.473,-0.540,-0.435,-0.395,-0.330,-0.485,-0.412,-0.427,-0.458,-0.531,-0.530,-0.658,-0.432,-0.535
HD189004,5094,4.36,-0.07,-0.085,-0.093,-0.150,-0.053,-0.045,-0.060,-0.112,0.018,-0.050,0.193,-0.044,-0.053,-0.033,-0.031,-0.094
HD189242,4913,4.46,-0.38,-0.350,-0.387,-0.270,-0.353,-0.298,-0.260,-0.425,-0.185,-0.355,-0.012,-0.342,-0.373,-0.473,-0.347,-0.409
HD189567,5726,4.41,-0.24,-0.235,-0.130,-0.140,-0.188,-0.157,-0.147,-0.183,-0.141,-0.155,-0.209,-0.229,-0.230,-0.380,-0.214,-0.263
HD189625,5846,4.43,0.18,0.220,0.190,0.195,0.189,0.193,0.230,0.245,0.201,0.185,0.224,0.204,0.130,0.223,0.220,0.212
HD189987,4746,4.25,-0.06,0.155,0.007,0.235,0.007,-0.028,0.533,-0.058,0.260,-0.013,0.576,-0.015,-0.130,-0.140,0.147,-0.022
HD190204,5476,4.63,-0.02,-0.075,-0.037,-0.010,-0.029,0.078,-0.020,-0.040,0.025,-0.022,0.116,0.008,-0.057,0.315,-0.053,-0.087
HD190248,5604,4.26,0.33,0.470,0.317,0.370,0.403,0.270,0.417,0.443,0.362,0.344,0.433,0.359,0.300,0.435,0.460,0.376
HD19034,5477,4.40,-0.48,-0.335,-0.157,-0.165,-0.283,-0.270,-0.290,-0.317,-0.175,-0.232,-0.296,-0.438,-0.417,-0.668,-0.343,-0.450
HD190524,5825,4.50,-0.13,-0.175,-0.137,-0.120,-0.139,-0.092,-0.133,-0.103,-0.097,-0.062,-0.170,-0.122,-0.100,-0.200,-0.147,-0.179
HD190613,5776,4.33,0.00,-0.050,0.000,0.020,0.011,0.023,-0.053,0.018,0.022,0.065,-0.010,0.001,0.010,-0.020,-0.003,-0.032
HD190647,5639,4.18,0.23,0.215,0.280,0.350,0.267,0.218,0.327,0.355,0.323,0.316,0.374,0.239,0.180,0.308,0.370,0.268
HD190954,5430,4.46,-0.41,-0.315,-0.167,-0.125,-0.240,-0.273,-0.217,-0.227,-0.115,-0.188,-0.201,-0.376,-0.330,-0.528,-0.289,-0.385
HD190984,6007,4.02,-0.49,-0.390,-0.380,-0.490,-0.368,-0.365,0.070,-0.387,-0.355,-0.362,-0.465,-0.498,-0.487,-0.615,-0.481,-0.491
HD191033,6206,4.47,-0.19,-0.160,-0.170,-0.370,-0.199,-0.123,-0.240,-0.175,-0.158,-0.115,-0.320,-0.206,-0.220,-0.228,-0.257,-0.223
HD191285,4634,4.41,-0.28,-0.125,-0.203,-0.090,-0.291,-0.118,0.337,-0.290,0.014,-0.193,0.304,-0.207,-0.400,-0.380,-0.167,-0.282
HD191797,5061,4.50,-0.06,-0.105,-0.127,-0.080,-0.076,-0.045,-0.027,-0.157,0.033,-0.118,0.198,-0.051,-0.100,-0.185,-0.079,-0.117
HD191847,5066,4.45,-0.12,-0.045,-0.077,-0.050,-0.101,-0.135,0.000,-0.137,-0.001,-0.148,0.250,-0.103,-0.050,-0.090,0.004,-0.101
HD191902,4691,4.25,-0.18,-0.090,-0.173,0.125,-0.188,-0.071,0.210,-0.245,0.027,-0.210,0.361,-0.118,-0.200,-0.178,-0.057,-0.180
HD192031,5215,4.39,-0.84,-0.940,-0.543,-0.635,-0.625,-0.579,-0.670,-0.770,-0.486,-0.625,-0.668,-0.777,-0.860,-1.100,-0.791,-0.869
HD192117,5479,4.48,-0.04,0.005,-0.050,-0.025,-0.069,-0.030,-0.063,-0.080,0.005,-0.057,0.041,-0.024,-0.023,0.005,-0.055,-0.070
HD19230,5254,4.63,-0.57,-0.405,-0.480,-0.450,-0.542,-0.525,-0.333,-0.548,-0.424,-0.548,-0.411,-0.530,-0.590,-0.713,-0.536,-0.592
HD192310,5166,4.51,-0.04,0.120,0.057,0.085,-0.002,-0.040,0.190,0.020,0.098,-0.050,0.354,0.003,-0.083,-0.358,0.103,-0.009
HD192865,6307,4.44,0.13,0.160,0.077,-0.030,0.133,0.145,0.207,0.205,0.179,0.185,0.131,0.122,0.117,0.078,0.096,0.142
HD192961,4624,4.31,-0.35,0.195,-0.647,-0.095,-0.376,-0.203,0.437,-0.333,-0.004,-0.433,0.304,-0.234,-0.630,-0.403,-0.180,-0.317
HD193193,5979,4.40,-0.05,0.005,-0.030,-0.040,-0.027,-0.020,0.007,0.008,-0.027,0.003,-0.063,-0.058,-0.037,-0.108,-0.056,-0.045
HD193406,4728,4.50,-0.34,-0.165,-0.343,-0.155,-0.362,-0.220,0.203,-0.368,-0.003,-0.267,0.280,-0.242,-0.507,-0.508,-0.257,-0.350
HD193844,5007,4.44,-0.30,-0.250,-0.250,-0.170,-0.289,-0.213,-0.127,-0.317,-0.080,-0.273,0.130,-0.233,-0.360,-0.333,-0.230,-0.308
HD193901,5611,4.41,-1.07,-1.100,-0.977,99.99,-0.969,-0.875,99.99,-1.198,-1.026,-0.960,-1.153,-1.084,-1.020,-1.490,-1.058,-1.222
HD19423,5752,4.23,-0.09,-0.130,-0.030,-0.030,-0.075,-0.058,-0.110,-0.053,-0.045,-0.020,-0.104,-0.099,-0.067,-0.158,-0.117,-0.111
HD19467,5720,4.31,-0.14,-0.025,0.063,0.065,-0.047,-0.058,0.000,0.005,0.002,0.012,-0.048,-0.129,-0.140,-0.225,-0.049,-0.117
HD194717,5247,4.26,-0.28,-0.255,-0.190,-0.285,-0.273,-0.261,-0.410,-0.257,-0.222,-0.277,-0.234,-0.295,-0.323,-0.285,-0.260,-0.333
HD195145,5625,4.41,0.17,0.250,0.183,0.215,0.182,0.153,0.207,0.213,0.210,0.157,0.279,0.185,0.163,0.253,0.261,0.212
HD195200,6201,4.44,-0.08,-0.030,-0.120,-0.120,-0.080,-0.063,-0.010,-0.072,-0.077,-0.062,-0.166,-0.087,-0.107,-0.148,-0.050,-0.120
HD195302,5063,4.44,0.02,0.115,0.023,0.075,0.033,-0.012,0.150,-0.002,0.118,0.018,0.378,0.016,0.030,0.053,0.100,0.034
HD195564,5676,4.03,0.06,0.050,0.113,0.110,0.076,0.091,0.077,0.105,0.095,0.110,0.071,0.066,0.017,0.067,0.086,0.051
HD195633,6154,4.25,-0.51,-0.440,-0.403,-0.575,-0.425,-0.378,99.99,-0.402,-0.395,-0.368,-0.472,-0.505,-0.487,-0.648,-0.530,-0.525
